               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 146,             0.03723,            0.015279,            0.004158,             0.90583,             0.98286,             0.98391,             0.54311,            0.030121,            0.012944,           0.0032359,           0.0092823,           0.0092823,           0.0092823
                 147,             0.03739,            0.014261,           0.0044726,             0.84797,             0.99418,             0.94632,             0.46522,            0.040012,            0.012648,           0.0030965,           0.0092773,           0.0092773,           0.0092773
                 148,            0.041056,            0.014698,           0.0042841,             0.84797,             0.99418,             0.94632,             0.46522,            0.040012,            0.012648,           0.0030965,           0.0092724,           0.0092724,           0.0092724
                 149,             0.04008,            0.015519,           0.0040227,             0.84207,             0.96114,             0.92643,             0.46437,            0.038112,            0.012558,           0.0030962,           0.0092674,           0.0092674,           0.0092674
                 150,            0.038374,            0.013083,           0.0045522,             0.87155,             0.98087,             0.96091,             0.55132,             0.03577,            0.012646,           0.0030208,           0.0092625,           0.0092625,           0.0092625
                 151,            0.040732,            0.016591,           0.0043925,             0.89832,             0.88695,             0.95376,             0.44868,            0.043055,              0.0129,           0.0030939,           0.0092575,           0.0092575,           0.0092575
                 152,            0.047781,             0.01468,           0.0039625,             0.89832,             0.88695,             0.95376,             0.44868,            0.043055,              0.0129,           0.0030939,           0.0092526,           0.0092526,           0.0092526
                 153,            0.045851,            0.014129,           0.0048865,             0.81356,             0.89497,             0.90356,             0.46953,            0.041163,            0.012776,           0.0030115,           0.0092476,           0.0092476,           0.0092476
                 154,            0.043675,            0.016446,           0.0039545,             0.98245,             0.89517,             0.97677,             0.59032,            0.037256,            0.012441,           0.0029739,           0.0092426,           0.0092426,           0.0092426
                 155,            0.041775,            0.014592,           0.0038761,             0.80411,             0.94418,             0.94779,             0.45436,            0.046937,            0.012493,           0.0030406,           0.0092377,           0.0092377,           0.0092377
                 156,            0.049208,            0.014905,           0.0045163,             0.80411,             0.94418,             0.94779,             0.45436,            0.046937,            0.012493,           0.0030406,           0.0092327,           0.0092327,           0.0092327
                 157,            0.045157,             0.01401,           0.0046581,             0.80749,             0.97355,             0.95492,             0.54413,            0.043095,            0.012446,           0.0030454,           0.0092278,           0.0092278,           0.0092278
                 158,            0.041785,            0.016789,           0.0046312,             0.77944,             0.95097,             0.89315,              0.3324,            0.035796,            0.013059,           0.0030289,           0.0092229,           0.0092229,           0.0092229
                 159,            0.040339,            0.013774,           0.0039812,             0.87951,             0.98465,             0.97928,              0.5195,            0.040839,            0.012526,           0.0029153,           0.0092179,           0.0092179,           0.0092179
                 160,            0.043387,            0.016134,           0.0042427,             0.87951,             0.98465,             0.97928,              0.5195,            0.040839,            0.012526,           0.0029153,           0.0092129,           0.0092129,           0.0092129
                 161,            0.037875,             0.01542,            0.004373,             0.88647,             0.98012,             0.98345,             0.59052,            0.040871,            0.012428,           0.0028475,            0.009208,            0.009208,            0.009208
                 162,            0.037651,            0.014253,           0.0039441,             0.87033,             0.98034,             0.98369,             0.52809,            0.032039,             0.01273,           0.0028836,           0.0092031,           0.0092031,           0.0092031
                 163,               0.038,            0.013401,           0.0043452,              0.9614,             0.97902,             0.97944,             0.40277,            0.040148,             0.01258,           0.0027551,           0.0091981,           0.0091981,           0.0091981
                 164,            0.045515,            0.015572,           0.0032241,              0.9614,             0.97902,             0.97944,             0.40277,            0.040148,             0.01258,           0.0027551,           0.0091932,           0.0091932,           0.0091932
                 165,            0.040741,            0.013655,           0.0036511,             0.84219,             0.97009,             0.97751,             0.43043,            0.037248,            0.012435,           0.0027239,           0.0091882,           0.0091882,           0.0091882
                 166,            0.037853,            0.013624,             0.00396,             0.96684,             0.98209,             0.99419,             0.56826,            0.032092,            0.012888,           0.0028307,           0.0091833,           0.0091833,           0.0091833
                 167,            0.034437,            0.015151,           0.0036767,              0.9121,             0.95942,             0.97199,             0.45483,            0.042784,            0.012784,           0.0025979,           0.0091783,           0.0091783,           0.0091783
                 168,            0.046032,            0.011424,           0.0034057,              0.9121,             0.95942,             0.97199,             0.45483,            0.042784,            0.012784,           0.0025979,           0.0091734,           0.0091734,           0.0091734
                 169,            0.043016,            0.015388,           0.0033956,             0.91812,             0.92874,             0.96881,              0.5435,            0.041496,            0.012414,            0.002562,           0.0091684,           0.0091684,           0.0091684
                 170,            0.040423,            0.015124,           0.0038042,             0.92963,             0.98076,             0.99423,             0.48863,             0.03267,            0.012451,           0.0025651,           0.0091635,           0.0091635,           0.0091635
                 171,            0.036862,            0.013942,           0.0035075,             0.78904,             0.98829,             0.90877,             0.41446,            0.036881,             0.01256,           0.0025539,           0.0091585,           0.0091585,           0.0091585
                 172,            0.039338,            0.014327,           0.0033622,             0.78904,             0.98829,             0.90877,             0.41446,            0.036881,             0.01256,           0.0025539,           0.0091535,           0.0091535,           0.0091535
                 173,            0.038539,            0.016043,           0.0032638,             0.87581,             0.96303,              0.9404,             0.52103,            0.037638,            0.012238,           0.0025241,           0.0091486,           0.0091486,           0.0091486
                 174,            0.037802,            0.012439,           0.0031811,             0.84097,                   1,             0.97753,               0.558,            0.032026,            0.012136,           0.0026436,           0.0091436,           0.0091436,           0.0091436
                 175,            0.037469,            0.015202,           0.0038966,             0.90331,             0.97917,             0.95011,             0.54923,            0.037172,            0.012151,           0.0025742,           0.0091387,           0.0091387,           0.0091387
                 176,            0.040511,            0.014521,           0.0036467,             0.90331,             0.97917,             0.95011,             0.54923,            0.037172,            0.012151,           0.0025742,           0.0091337,           0.0091337,           0.0091337
                 177,            0.038694,            0.014556,           0.0036094,             0.96369,             0.96811,             0.99222,             0.67061,             0.03436,            0.011747,           0.0025987,           0.0091288,           0.0091288,           0.0091288
                 178,            0.035314,            0.013802,           0.0034819,             0.94726,             0.97974,             0.99387,             0.62053,            0.033918,            0.011721,           0.0026615,           0.0091239,           0.0091239,           0.0091239
                 179,            0.039722,            0.014324,           0.0040721,             0.83177,             0.98658,             0.96516,             0.57782,            0.034108,            0.012054,            0.002687,           0.0091189,           0.0091189,           0.0091189
                 180,            0.043949,             0.01515,           0.0037967,             0.83177,             0.98658,             0.96516,             0.57782,            0.034108,            0.012054,            0.002687,           0.0091139,           0.0091139,           0.0091139
                 181,            0.035402,            0.016231,           0.0038375,             0.98239,             0.99351,               0.995,             0.65767,            0.029691,            0.011748,           0.0027032,            0.009109,            0.009109,            0.009109
                 182,            0.034498,            0.013901,           0.0033245,             0.97134,             0.97225,             0.98959,             0.54635,              0.0323,            0.011704,           0.0026299,           0.0091041,           0.0091041,           0.0091041
                 183,            0.035157,            0.014207,           0.0031206,              0.7272,             0.86609,             0.88597,             0.35614,            0.042997,            0.012095,           0.0026098,           0.0090991,           0.0090991,           0.0090991
                 184,            0.047719,            0.014777,           0.0030546,              0.7272,             0.86609,             0.88597,             0.35614,            0.042997,            0.012095,           0.0026098,           0.0090942,           0.0090942,           0.0090942
                 185,             0.04378,             0.01247,           0.0033049,             0.66012,             0.86468,             0.83828,             0.32042,            0.041962,            0.011943,           0.0026333,           0.0090892,           0.0090892,           0.0090892
                 186,            0.042871,            0.014109,           0.0038595,             0.88299,              0.9593,             0.98199,             0.54711,              0.0366,            0.011937,           0.0027539,           0.0090843,           0.0090843,           0.0090843
                 187,            0.040249,            0.016111,           0.0036208,             0.71275,             0.94731,             0.90311,               0.353,            0.035739,            0.011893,           0.0028078,           0.0090793,           0.0090793,           0.0090793
                 188,             0.04128,            0.013872,           0.0030087,             0.71275,             0.94731,             0.90311,               0.353,            0.035739,            0.011893,           0.0028078,           0.0090744,           0.0090744,           0.0090744
                 189,            0.039012,            0.014683,            0.003413,             0.62104,             0.97093,             0.81876,             0.34033,            0.037012,            0.011849,           0.0028459,           0.0090694,           0.0090694,           0.0090694
                 190,            0.039204,            0.014755,             0.00384,             0.95141,             0.99992,               0.995,             0.63386,             0.03419,            0.011264,           0.0029786,           0.0090644,           0.0090644,           0.0090644
                 191,            0.037897,            0.016467,           0.0037648,             0.88857,              0.9631,             0.91047,             0.45042,            0.046604,            0.011931,            0.002949,           0.0090595,           0.0090595,           0.0090595
                 192,            0.050737,            0.012861,           0.0037816,             0.88857,              0.9631,             0.91047,             0.45042,            0.046604,            0.011931,            0.002949,           0.0090545,           0.0090545,           0.0090545
                 193,            0.046484,             0.01325,           0.0042376,             0.89184,             0.99226,             0.92435,             0.51951,            0.043987,            0.011596,           0.0029838,           0.0090496,           0.0090496,           0.0090496
                 194,            0.041465,            0.013079,           0.0037247,             0.99396,             0.94309,             0.99396,             0.60843,            0.033466,            0.011564,           0.0028963,           0.0090446,           0.0090446,           0.0090446
                 195,            0.036644,             0.01279,           0.0039964,             0.76559,             0.90669,             0.87113,             0.50973,            0.041409,            0.011772,           0.0029624,           0.0090397,           0.0090397,           0.0090397
                 196,            0.044035,            0.012802,           0.0039833,             0.76559,             0.90669,             0.87113,             0.50973,            0.041409,            0.011772,           0.0029624,           0.0090347,           0.0090347,           0.0090347
                 197,            0.044557,            0.012905,           0.0042025,             0.75625,              0.9418,             0.88064,             0.49298,            0.044432,            0.011651,           0.0030105,           0.0090298,           0.0090298,           0.0090298
                 198,            0.041798,            0.013955,           0.0038964,             0.90591,             0.98847,             0.96669,             0.57805,            0.037065,            0.011753,           0.0031063,           0.0090248,           0.0090248,           0.0090248
                 199,             0.03638,             0.01369,           0.0041067,             0.92923,             0.80609,             0.93551,             0.48438,            0.032215,            0.011893,           0.0029869,           0.0090199,           0.0090199,           0.0090199
                 200,            0.038751,            0.014811,           0.0043697,             0.92923,             0.80609,             0.93551,             0.48438,            0.032215,            0.011893,           0.0029869,           0.0090149,           0.0090149,           0.0090149
                 201,            0.034142,            0.013244,           0.0038683,             0.92346,             0.89491,              0.9502,             0.51151,            0.031002,            0.011662,           0.0029681,             0.00901,             0.00901,             0.00901
                 202,            0.032986,             0.01229,           0.0039033,             0.99017,             0.99115,               0.995,             0.68222,            0.029388,            0.011673,           0.0030108,           0.0090051,           0.0090051,           0.0090051
                 203,            0.034382,            0.014589,           0.0044048,             0.84086,             0.93682,               0.892,             0.36182,            0.050407,            0.012158,            0.002882,           0.0090001,           0.0090001,           0.0090001
                 204,            0.053988,            0.014563,           0.0040582,             0.84086,             0.93682,               0.892,             0.36182,            0.050407,            0.012158,            0.002882,           0.0089952,           0.0089952,           0.0089952
                 205,            0.046601,             0.01398,           0.0040551,             0.72943,             0.90473,             0.85032,             0.41768,            0.049962,            0.012122,           0.0028291,           0.0089902,           0.0089902,           0.0089902
                 206,             0.04594,            0.014055,           0.0043253,             0.85709,             0.97148,             0.95708,             0.58226,            0.034645,            0.012122,           0.0028765,           0.0089853,           0.0089853,           0.0089853
                 207,            0.037025,             0.01519,           0.0046362,             0.95458,             0.97998,             0.97561,             0.61579,            0.034013,            0.011646,           0.0028163,           0.0089803,           0.0089803,           0.0089803
                 208,            0.039784,            0.014257,           0.0038226,             0.95458,             0.97998,             0.97561,             0.61579,            0.034013,            0.011646,           0.0028163,           0.0089753,           0.0089753,           0.0089753
                 209,            0.040824,             0.01617,           0.0044254,             0.98158,             0.98509,              0.9942,             0.63539,            0.036376,            0.011625,             0.00276,           0.0089704,           0.0089704,           0.0089704
                 210,            0.036884,            0.012952,           0.0032528,             0.97514,             0.99511,             0.99452,             0.64709,            0.029972,            0.011701,            0.002722,           0.0089654,           0.0089654,           0.0089654
                 211,            0.033409,            0.014697,           0.0036429,             0.94169,             0.98581,             0.95762,             0.52244,            0.035271,            0.011952,           0.0025805,           0.0089605,           0.0089605,           0.0089605
                 212,            0.039428,            0.015367,           0.0030193,             0.94169,             0.98581,             0.95762,             0.52244,            0.035271,            0.011952,           0.0025805,           0.0089555,           0.0089555,           0.0089555
                 213,            0.037546,            0.012498,           0.0030196,             0.98433,             0.98585,             0.99431,             0.61182,            0.030343,            0.011629,           0.0025731,           0.0089506,           0.0089506,           0.0089506
                 214,            0.034099,            0.015203,           0.0026175,             0.98089,             0.99717,               0.995,             0.62053,            0.031603,            0.011486,           0.0026107,           0.0089456,           0.0089456,           0.0089456
                 215,            0.033937,             0.01405,           0.0028627,             0.84333,             0.95455,             0.90184,             0.49713,            0.035404,            0.011748,           0.0025781,           0.0089407,           0.0089407,           0.0089407
                 216,            0.041998,            0.013861,           0.0027832,             0.84333,             0.95455,             0.90184,             0.49713,            0.035404,            0.011748,           0.0025781,           0.0089358,           0.0089358,           0.0089358
                 217,            0.037616,            0.015428,           0.0027413,             0.86751,             0.98687,             0.91845,             0.53725,            0.032047,            0.011527,            0.002632,           0.0089308,           0.0089308,           0.0089308
                 218,            0.036108,            0.012964,           0.0037139,             0.97894,             0.99877,               0.995,             0.57275,            0.035086,            0.011432,           0.0027431,           0.0089258,           0.0089258,           0.0089258
                 219,            0.038202,            0.015053,           0.0030851,             0.99508,             0.97555,             0.99442,             0.47211,            0.033058,             0.01194,           0.0025731,           0.0089209,           0.0089209,           0.0089209
                 220,            0.039496,            0.013961,           0.0025987,             0.99508,             0.97555,             0.99442,             0.47211,            0.033058,             0.01194,           0.0025731,           0.0089159,           0.0089159,           0.0089159
                 221,            0.035027,            0.012201,           0.0032377,             0.97411,             0.97595,             0.99477,             0.59646,            0.029162,            0.011517,           0.0026128,            0.008911,            0.008911,            0.008911
                 222,             0.03332,            0.013656,           0.0030389,             0.97782,              0.9957,             0.99476,             0.60226,            0.037497,            0.011351,           0.0027206,           0.0089061,           0.0089061,           0.0089061
                 223,            0.040599,            0.014805,           0.0033347,             0.93246,             0.96103,             0.95351,              0.3576,            0.039664,            0.012503,           0.0026539,           0.0089011,           0.0089011,           0.0089011
                 224,            0.047357,            0.014921,           0.0030945,             0.93246,             0.96103,             0.95351,              0.3576,            0.039664,            0.012503,           0.0026539,           0.0088962,           0.0088962,           0.0088962
                 225,            0.044178,            0.013531,            0.003675,             0.89463,             0.98282,             0.96091,              0.4527,            0.036109,            0.012187,           0.0027635,           0.0088912,           0.0088912,           0.0088912
                 226,            0.038728,            0.013756,           0.0035145,             0.97666,             0.99552,               0.995,             0.60553,            0.033175,            0.011509,           0.0029251,           0.0088863,           0.0088863,           0.0088863
                 227,            0.038212,            0.015682,           0.0041566,             0.98451,             0.99001,               0.995,             0.42422,            0.034586,            0.011622,           0.0027936,           0.0088813,           0.0088813,           0.0088813
                 228,            0.038705,            0.012907,           0.0035725,             0.98451,             0.99001,               0.995,             0.42422,            0.034586,            0.011622,           0.0027936,           0.0088763,           0.0088763,           0.0088763
                 229,            0.033359,            0.011724,           0.0034557,             0.97859,             0.99291,               0.995,             0.57685,             0.02759,            0.011261,           0.0027758,           0.0088714,           0.0088714,           0.0088714
                 230,            0.035924,             0.01611,           0.0036148,             0.97992,              0.9963,             0.99476,             0.66697,             0.02841,             0.01121,           0.0027257,           0.0088664,           0.0088664,           0.0088664
                 231,            0.034965,            0.013891,           0.0034702,             0.83431,             0.96841,             0.91869,             0.46073,            0.032442,            0.011623,           0.0026912,           0.0088615,           0.0088615,           0.0088615
                 232,            0.041419,            0.013876,           0.0033001,             0.83431,             0.96841,             0.91869,             0.46073,            0.032442,            0.011623,           0.0026912,           0.0088565,           0.0088565,           0.0088565
                 233,            0.038868,            0.014494,           0.0034105,             0.95754,             0.96282,             0.98854,             0.50357,             0.03225,            0.011496,           0.0027442,           0.0088516,           0.0088516,           0.0088516
                 234,            0.035137,            0.013037,           0.0031837,             0.97071,             0.98193,               0.995,             0.55051,            0.028755,            0.011276,           0.0027629,           0.0088466,           0.0088466,           0.0088466
                 235,            0.031862,            0.012918,           0.0034622,             0.98032,             0.97222,             0.99384,             0.59213,            0.032007,            0.011231,           0.0027234,           0.0088417,           0.0088417,           0.0088417
                 236,            0.034832,            0.012961,           0.0040521,             0.98032,             0.97222,             0.99384,             0.59213,            0.032007,            0.011231,           0.0027234,           0.0088368,           0.0088368,           0.0088368
                 237,            0.035227,            0.012561,           0.0033988,             0.96833,             0.97409,             0.99341,             0.62711,             0.03188,            0.011375,           0.0027136,           0.0088318,           0.0088318,           0.0088318
                 238,            0.032328,            0.014354,           0.0034913,             0.98532,             0.99367,               0.995,             0.70161,             0.02867,            0.011093,            0.002776,           0.0088268,           0.0088268,           0.0088268
                 239,            0.031865,             0.01314,           0.0035399,             0.95375,              0.9839,             0.98332,             0.56734,            0.032638,            0.011145,            0.002641,           0.0088219,           0.0088219,           0.0088219
                 240,            0.036808,            0.014122,           0.0033097,             0.95375,              0.9839,             0.98332,             0.56734,            0.032638,            0.011145,            0.002641,            0.008817,            0.008817,            0.008817
                 241,            0.034796,            0.013649,           0.0031797,              0.9881,             0.99246,               0.995,             0.63429,            0.031077,            0.010994,           0.0026148,            0.008812,            0.008812,            0.008812
                 242,            0.032264,            0.013618,           0.0033665,             0.99064,             0.99347,               0.995,             0.65943,              0.0272,            0.011061,           0.0025964,           0.0088071,           0.0088071,           0.0088071
                 243,            0.032778,            0.013701,           0.0037225,             0.88739,             0.99125,             0.98055,             0.57174,            0.031829,            0.011415,           0.0024376,           0.0088021,           0.0088021,           0.0088021
                 244,             0.03924,            0.013928,           0.0031033,             0.88739,             0.99125,             0.98055,             0.57174,            0.031829,            0.011415,           0.0024376,           0.0087972,           0.0087972,           0.0087972
                 245,            0.035194,            0.013543,           0.0030027,             0.98935,             0.99397,               0.995,             0.65591,            0.029477,            0.011131,           0.0024141,           0.0087922,           0.0087922,           0.0087922
                 246,            0.037321,            0.012891,           0.0032391,              0.8732,             0.99404,             0.93195,             0.51003,            0.034354,            0.011326,           0.0024283,           0.0087872,           0.0087872,           0.0087872
                 247,            0.038702,            0.013304,           0.0031496,             0.83225,             0.94427,             0.92103,             0.48007,            0.041424,            0.011513,           0.0024881,           0.0087823,           0.0087823,           0.0087823
                 248,            0.048644,            0.012393,           0.0034582,             0.83225,             0.94427,             0.92103,             0.48007,            0.041424,            0.011513,           0.0024881,           0.0087774,           0.0087774,           0.0087774
                 249,            0.043512,            0.012888,           0.0037557,             0.86849,             0.92763,             0.94361,             0.47549,            0.038675,            0.011442,           0.0025454,           0.0087724,           0.0087724,           0.0087724
                 250,            0.040997,            0.014351,           0.0032447,             0.98016,             0.99756,               0.995,              0.6425,            0.031969,            0.011502,           0.0025989,           0.0087674,           0.0087674,           0.0087674
                 251,            0.037345,            0.015528,           0.0044359,             0.98483,             0.99826,               0.995,             0.67602,            0.027748,            0.011183,           0.0024639,           0.0087625,           0.0087625,           0.0087625
                 252,            0.032922,            0.012876,           0.0028083,             0.98483,             0.99826,               0.995,             0.67602,            0.027748,            0.011183,           0.0024639,           0.0087576,           0.0087576,           0.0087576
                 253,            0.033884,            0.013627,           0.0030995,             0.93677,             0.99674,             0.97934,             0.60029,            0.028098,            0.011069,           0.0024187,           0.0087526,           0.0087526,           0.0087526
                 254,            0.031048,            0.013214,           0.0028634,             0.98781,             0.99815,               0.995,             0.67113,            0.024738,            0.010952,            0.002425,           0.0087476,           0.0087476,           0.0087476
                 255,            0.029825,            0.012915,           0.0029391,             0.91387,             0.99539,              0.9599,             0.56586,            0.028828,             0.01109,           0.0024026,           0.0087427,           0.0087427,           0.0087427
                 256,            0.035912,            0.013912,           0.0028222,             0.91387,             0.99539,              0.9599,             0.56586,            0.028828,             0.01109,           0.0024026,           0.0087378,           0.0087378,           0.0087378
                 257,            0.033001,            0.013695,            0.002859,             0.98984,             0.99475,               0.995,             0.67928,             0.02834,             0.01071,           0.0023885,           0.0087328,           0.0087328,           0.0087328
                 258,            0.032488,            0.012772,            0.002611,             0.98281,             0.99579,               0.995,             0.60882,            0.028474,            0.010881,           0.0023802,           0.0087278,           0.0087278,           0.0087278
                 259,            0.034202,            0.013641,           0.0030315,             0.92752,             0.99971,              0.9839,             0.64379,            0.029876,            0.010837,           0.0023851,           0.0087229,           0.0087229,           0.0087229
                 260,            0.035194,            0.013007,           0.0029366,             0.92752,             0.99971,              0.9839,             0.64379,            0.029876,            0.010837,           0.0023851,            0.008718,            0.008718,            0.008718
                 261,            0.032275,            0.013138,            0.002915,             0.98279,             0.99972,               0.995,             0.68757,            0.029019,            0.010755,           0.0024151,            0.008713,            0.008713,            0.008713
                 262,             0.03085,            0.012502,           0.0028987,             0.91857,                   1,             0.95547,             0.61751,             0.02853,            0.010921,           0.0024314,           0.0087081,           0.0087081,           0.0087081
                 263,            0.033352,            0.012259,           0.0027774,             0.79599,             0.98312,             0.95935,             0.44973,            0.031721,            0.011148,           0.0025091,           0.0087031,           0.0087031,           0.0087031
                 264,            0.034439,            0.013343,           0.0028219,             0.79599,             0.98312,             0.95935,             0.44973,            0.031721,            0.011148,           0.0025091,           0.0086981,           0.0086981,           0.0086981
                 265,            0.033524,            0.013605,            0.003157,              0.8698,                   1,             0.87062,             0.51441,            0.027411,            0.010924,            0.002547,           0.0086932,           0.0086932,           0.0086932
                 266,            0.030267,            0.013675,           0.0031219,               0.858,                   1,               0.995,             0.55051,            0.026013,            0.010848,           0.0025592,           0.0086882,           0.0086882,           0.0086882
                 267,            0.030272,            0.014166,           0.0031378,             0.96966,             0.99983,             0.99396,             0.51285,            0.027767,            0.011064,           0.0025439,           0.0086833,           0.0086833,           0.0086833
                 268,            0.030725,            0.013936,           0.0030127,             0.96966,             0.99983,             0.99396,             0.51285,            0.027767,            0.011064,           0.0025439,           0.0086783,           0.0086783,           0.0086783
                 269,            0.029447,            0.013453,           0.0026691,             0.95422,             0.99985,             0.99467,             0.64477,            0.027477,            0.010819,           0.0025443,           0.0086734,           0.0086734,           0.0086734
                 270,            0.032881,            0.013114,           0.0030149,             0.99516,                   1,               0.995,             0.68597,            0.029108,            0.010564,           0.0025568,           0.0086684,           0.0086684,           0.0086684
                 271,            0.032969,            0.013324,           0.0026682,             0.88803,             0.97275,             0.97491,             0.50112,            0.036138,            0.011215,           0.0024505,           0.0086635,           0.0086635,           0.0086635
                 272,            0.040317,            0.013713,           0.0027257,             0.88803,             0.97275,             0.97491,             0.50112,            0.036138,            0.011215,           0.0024505,           0.0086586,           0.0086586,           0.0086586
                 273,            0.037126,            0.012558,           0.0026332,             0.94481,             0.97275,             0.98678,             0.56265,            0.032677,            0.010989,            0.002444,           0.0086536,           0.0086536,           0.0086536
                 274,            0.032692,            0.012344,           0.0029904,             0.97031,             0.99539,             0.99383,             0.70033,            0.028142,            0.010712,           0.0023998,           0.0086486,           0.0086486,           0.0086486
                 275,            0.035791,            0.013673,            0.002947,             0.99242,             0.99428,               0.995,             0.58736,            0.033486,             0.01077,           0.0023689,           0.0086437,           0.0086437,           0.0086437
                 276,            0.040114,            0.012919,           0.0035895,             0.99242,             0.99428,               0.995,             0.58736,            0.033486,             0.01077,           0.0023689,           0.0086388,           0.0086388,           0.0086388
                 277,            0.034011,            0.013474,           0.0028746,             0.99799,             0.99441,               0.995,             0.63035,            0.030922,            0.010573,           0.0023449,           0.0086338,           0.0086338,           0.0086338
                 278,             0.03306,            0.015054,           0.0028419,             0.99797,              0.9954,               0.995,             0.58379,            0.034843,            0.010821,           0.0022791,           0.0086288,           0.0086288,           0.0086288
                 279,            0.038882,            0.013278,           0.0025497,             0.93505,             0.97752,             0.97347,             0.59951,            0.034086,            0.011188,           0.0022462,           0.0086239,           0.0086239,           0.0086239
                 280,            0.041065,            0.013039,           0.0030028,             0.93505,             0.97752,             0.97347,             0.59951,            0.034086,            0.011188,           0.0022462,            0.008619,            0.008619,            0.008619
                 281,            0.036716,            0.015627,           0.0027028,             0.92892,             0.98585,             0.96202,             0.63571,            0.032057,            0.011151,            0.002274,            0.008614,            0.008614,            0.008614
                 282,             0.03428,            0.014236,           0.0030242,              0.9866,                   1,               0.995,             0.66212,            0.028433,            0.010791,           0.0022787,           0.0086091,           0.0086091,           0.0086091
                 283,            0.033265,            0.013292,           0.0031973,              0.9865,             0.99832,               0.995,             0.65391,             0.02505,            0.010862,           0.0022446,           0.0086041,           0.0086041,           0.0086041
                 284,            0.030159,            0.012328,           0.0030658,              0.9865,             0.99832,               0.995,             0.65391,             0.02505,            0.010862,           0.0022446,           0.0085992,           0.0085992,           0.0085992
                 285,             0.02895,            0.011788,           0.0028111,             0.98553,             0.99833,               0.995,             0.68654,             0.02582,            0.010696,           0.0022388,           0.0085942,           0.0085942,           0.0085942
                 286,            0.028468,             0.01253,           0.0030266,             0.98573,                   1,               0.995,             0.71721,            0.024369,            0.010794,           0.0022489,           0.0085893,           0.0085893,           0.0085893
                 287,            0.028724,            0.013338,            0.003236,             0.96981,                   1,               0.995,             0.54998,              0.0294,            0.011053,           0.0022493,           0.0085843,           0.0085843,           0.0085843
                 288,             0.03759,            0.012569,            0.002491,             0.96981,                   1,               0.995,             0.54998,              0.0294,            0.011053,           0.0022493,           0.0085793,           0.0085793,           0.0085793
                 289,            0.034584,            0.014042,           0.0028866,              0.9677,             0.99972,               0.995,             0.55037,            0.028615,             0.01106,           0.0022479,           0.0085744,           0.0085744,           0.0085744
                 290,            0.033233,            0.012535,           0.0026826,             0.98979,                   1,               0.995,             0.65815,            0.028441,            0.010707,           0.0021833,           0.0085695,           0.0085695,           0.0085695
                 291,            0.034909,            0.013254,           0.0024642,             0.96001,             0.97032,             0.99476,             0.52547,            0.033316,            0.011083,           0.0022568,           0.0085645,           0.0085645,           0.0085645
                 292,             0.03717,            0.013054,           0.0028581,             0.96001,             0.97032,             0.99476,             0.52547,            0.033316,            0.011083,           0.0022568,           0.0085596,           0.0085596,           0.0085596
                 293,            0.032116,            0.013055,           0.0030672,             0.93585,              0.9527,               0.995,             0.57718,            0.030768,            0.011041,           0.0022782,           0.0085546,           0.0085546,           0.0085546
                 294,             0.03237,            0.013989,           0.0026337,             0.98047,             0.99988,               0.995,              0.6633,            0.027052,            0.010711,           0.0022409,           0.0085497,           0.0085497,           0.0085497
                 295,             0.03237,            0.014139,           0.0029467,              0.9873,             0.99164,             0.99476,             0.64161,            0.034458,            0.010642,           0.0021903,           0.0085447,           0.0085447,           0.0085447
                 296,            0.039296,            0.013281,            0.003259,              0.9873,             0.99164,             0.99476,             0.64161,            0.034458,            0.010642,           0.0021903,           0.0085398,           0.0085398,           0.0085398
                 297,             0.03715,            0.011936,           0.0027448,             0.98182,             0.99167,             0.99453,             0.67083,            0.032434,            0.010528,           0.0021688,           0.0085348,           0.0085348,           0.0085348
                 298,            0.035088,            0.013136,           0.0028511,             0.98779,             0.99167,             0.99476,             0.65035,            0.029403,            0.010491,           0.0022078,           0.0085299,           0.0085299,           0.0085299
                 299,             0.03235,            0.013975,           0.0028279,             0.95823,               0.975,              0.9888,             0.59156,            0.033251,            0.010493,           0.0022593,           0.0085249,           0.0085249,           0.0085249
                 300,            0.038059,             0.01288,           0.0029262,             0.95823,               0.975,              0.9888,             0.59156,            0.033251,            0.010493,           0.0022593,             0.00852,             0.00852,             0.00852
                 301,            0.036962,            0.012476,           0.0029217,             0.97325,             0.97629,              0.9917,             0.65666,            0.032162,            0.010386,           0.0022565,            0.008515,            0.008515,            0.008515
                 302,            0.036078,            0.012897,           0.0027057,             0.98817,             0.99996,               0.995,             0.65649,            0.028512,            0.010419,           0.0021754,             0.00851,             0.00851,             0.00851
                 303,            0.033173,            0.013163,           0.0027028,             0.98226,                   1,               0.995,             0.60912,            0.030863,            0.010577,           0.0022212,           0.0085051,           0.0085051,           0.0085051
                 304,            0.035152,            0.012655,           0.0027724,             0.98226,                   1,               0.995,             0.60912,            0.030863,            0.010577,           0.0022212,           0.0085002,           0.0085002,           0.0085002
                 305,            0.034108,            0.013093,           0.0027918,             0.98511,                   1,               0.995,             0.67083,            0.027942,            0.010463,           0.0022144,           0.0084952,           0.0084952,           0.0084952
                 306,            0.033582,             0.01362,           0.0031001,             0.99354,             0.99992,               0.995,             0.68101,            0.025973,             0.01029,           0.0021968,           0.0084903,           0.0084903,           0.0084903
