               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 307,            0.030322,             0.01482,           0.0026374,             0.98998,              0.9999,               0.995,             0.50987,            0.033838,            0.010864,           0.0022641,           0.0084853,           0.0084853,           0.0084853
                 308,            0.037929,            0.013716,            0.002971,             0.98998,              0.9999,               0.995,             0.50987,            0.033838,            0.010864,           0.0022641,           0.0084803,           0.0084803,           0.0084803
                 309,            0.033902,            0.012786,            0.002886,             0.98815,                   1,               0.995,             0.52173,            0.034634,            0.010779,           0.0023033,           0.0084754,           0.0084754,           0.0084754
                 310,            0.034149,            0.013414,           0.0029141,             0.97818,             0.99968,             0.99476,             0.65491,            0.026989,            0.010442,           0.0023327,           0.0084705,           0.0084705,           0.0084705
                 311,            0.032088,            0.013179,           0.0028838,             0.98045,                   1,               0.995,             0.59722,            0.029949,             0.01054,           0.0023426,           0.0084655,           0.0084655,           0.0084655
                 312,            0.033874,            0.012341,           0.0029177,             0.98045,                   1,               0.995,             0.59722,            0.029949,             0.01054,           0.0023426,           0.0084606,           0.0084606,           0.0084606
                 313,            0.034236,            0.011785,           0.0025905,             0.98646,                   1,               0.995,             0.55939,            0.030273,            0.010607,           0.0023102,           0.0084556,           0.0084556,           0.0084556
                 314,            0.030275,            0.013685,             0.00233,             0.96601,             0.99874,               0.995,             0.66479,            0.023418,             0.01028,           0.0023453,           0.0084507,           0.0084507,           0.0084507
                 315,            0.027113,            0.011367,           0.0029027,             0.99201,             0.99707,               0.995,             0.69717,            0.027942,            0.010148,           0.0022309,           0.0084457,           0.0084457,           0.0084457
                 316,            0.032736,            0.012559,           0.0024678,             0.99201,             0.99707,               0.995,             0.69717,            0.027942,            0.010148,           0.0022309,           0.0084408,           0.0084408,           0.0084408
                 317,            0.032574,              0.0117,           0.0030789,             0.99334,              0.9963,               0.995,             0.67814,            0.026041,             0.01004,           0.0022186,           0.0084358,           0.0084358,           0.0084358
                 318,            0.030657,            0.012862,           0.0031202,              0.9947,             0.99679,               0.995,              0.6777,            0.026864,            0.010101,           0.0021891,           0.0084309,           0.0084309,           0.0084309
                 319,            0.029665,            0.011387,           0.0026871,             0.99278,             0.99721,               0.995,             0.67011,            0.031467,            0.010176,           0.0022014,           0.0084259,           0.0084259,           0.0084259
                 320,            0.035236,            0.012196,           0.0026349,             0.99278,             0.99721,               0.995,             0.67011,            0.031467,            0.010176,           0.0022014,           0.0084209,           0.0084209,           0.0084209
                 321,            0.031619,             0.01159,           0.0029253,             0.98972,             0.99992,               0.995,             0.67679,             0.02961,            0.010034,           0.0022475,            0.008416,            0.008416,            0.008416
                 322,            0.031896,            0.012331,           0.0028304,               0.992,             0.99999,               0.995,              0.7197,            0.026152,            0.010155,           0.0022825,            0.008411,            0.008411,            0.008411
                 323,            0.032301,            0.011045,           0.0029029,             0.99117,             0.99991,               0.995,             0.61702,            0.029843,            0.010179,           0.0022306,           0.0084061,           0.0084061,           0.0084061
                 324,            0.034161,            0.013017,           0.0028708,             0.99117,             0.99991,               0.995,             0.61702,            0.029843,            0.010179,           0.0022306,           0.0084012,           0.0084012,           0.0084012
                 325,            0.032701,            0.011653,           0.0030888,             0.98867,                   1,               0.995,             0.68679,            0.029246,            0.010184,           0.0022426,           0.0083962,           0.0083962,           0.0083962
                 326,            0.032045,            0.012958,           0.0027241,             0.98795,                   1,               0.995,             0.64312,            0.026404,             0.01032,             0.00222,           0.0083913,           0.0083913,           0.0083913
                 327,            0.032561,            0.011603,            0.002913,             0.88783,             0.99889,             0.96114,             0.61094,            0.030391,            0.010523,            0.002219,           0.0083863,           0.0083863,           0.0083863
                 328,            0.034391,            0.013309,           0.0028364,             0.88783,             0.99889,             0.96114,             0.61094,            0.030391,            0.010523,            0.002219,           0.0083814,           0.0083814,           0.0083814
                 329,            0.033129,            0.013361,           0.0028039,             0.96529,             0.95319,             0.98661,             0.62869,            0.029612,            0.010445,           0.0022041,           0.0083764,           0.0083764,           0.0083764
                 330,            0.029405,            0.013218,           0.0029517,             0.99398,             0.99998,               0.995,             0.72502,            0.024942,            0.010195,           0.0021927,           0.0083715,           0.0083715,           0.0083715
                 331,            0.028979,            0.012177,           0.0024228,             0.97042,             0.99997,             0.98411,             0.62101,            0.027464,            0.010479,           0.0022001,           0.0083665,           0.0083665,           0.0083665
                 332,            0.035378,            0.011822,           0.0024191,             0.97042,             0.99997,             0.98411,             0.62101,            0.027464,            0.010479,           0.0022001,           0.0083616,           0.0083616,           0.0083616
                 333,            0.031689,            0.012297,           0.0029635,             0.97928,             0.99456,             0.98489,             0.61747,            0.027828,            0.010371,           0.0021806,           0.0083566,           0.0083566,           0.0083566
                 334,            0.032011,            0.013518,           0.0025027,              0.9931,                   1,               0.995,             0.67985,            0.026011,            0.010151,           0.0022156,           0.0083517,           0.0083517,           0.0083517
                 335,            0.028926,            0.011663,           0.0025143,             0.99245,                   1,               0.995,             0.70396,            0.024635,           0.0098722,           0.0022723,           0.0083467,           0.0083467,           0.0083467
                 336,            0.029783,            0.011282,           0.0027733,             0.99245,                   1,               0.995,             0.70396,            0.024635,           0.0098722,           0.0022723,           0.0083418,           0.0083418,           0.0083418
                 337,            0.028682,            0.013237,           0.0027392,             0.99188,                   1,               0.995,             0.68792,            0.024076,           0.0097895,           0.0023008,           0.0083368,           0.0083368,           0.0083368
                 338,             0.02813,            0.011375,           0.0026323,             0.99304,             0.99991,               0.995,             0.66399,            0.026881,           0.0098279,           0.0023423,           0.0083319,           0.0083319,           0.0083319
                 339,            0.029623,            0.011052,            0.002621,             0.99443,             0.99993,               0.995,             0.58726,            0.035497,            0.010417,           0.0023027,           0.0083269,           0.0083269,           0.0083269
                 340,            0.039722,            0.013291,            0.002637,             0.99443,             0.99993,               0.995,             0.58726,            0.035497,            0.010417,           0.0023027,           0.0083219,           0.0083219,           0.0083219
                 341,            0.034437,            0.013925,           0.0026354,             0.99423,             0.99996,               0.995,             0.60791,            0.035229,            0.010199,           0.0023414,            0.008317,            0.008317,            0.008317
                 342,            0.032944,            0.011303,           0.0027996,             0.99433,                   1,               0.995,             0.67303,            0.025735,           0.0099427,           0.0024254,            0.008312,            0.008312,            0.008312
                 343,            0.029315,             0.01082,           0.0029017,             0.98108,             0.99987,               0.995,             0.61109,            0.024438,            0.010042,           0.0024206,           0.0083071,           0.0083071,           0.0083071
                 344,            0.031175,             0.01264,            0.002842,             0.98108,             0.99987,               0.995,             0.61109,            0.024438,            0.010042,           0.0024206,           0.0083022,           0.0083022,           0.0083022
                 345,            0.028327,            0.012773,           0.0027647,             0.87341,                   1,             0.96643,             0.64833,            0.025371,           0.0099697,           0.0024339,           0.0082972,           0.0082972,           0.0082972
                 346,            0.028935,            0.012951,            0.003146,             0.88917,             0.99519,             0.97833,             0.69158,            0.023498,           0.0098444,           0.0023875,           0.0082922,           0.0082922,           0.0082922
                 347,            0.031193,            0.011482,           0.0029584,             0.98777,             0.99172,               0.995,             0.67298,            0.029835,           0.0098327,           0.0023949,           0.0082873,           0.0082873,           0.0082873
                 348,            0.033123,            0.011919,           0.0027205,             0.98777,             0.99172,               0.995,             0.67298,            0.029835,           0.0098327,           0.0023949,           0.0082824,           0.0082824,           0.0082824
                 349,             0.03392,            0.013096,           0.0028116,             0.99742,             0.99741,               0.995,             0.69264,            0.027777,           0.0097091,           0.0023339,           0.0082774,           0.0082774,           0.0082774
                 350,             0.03029,            0.012822,           0.0026997,             0.99577,                   1,               0.995,             0.73761,            0.025465,           0.0097472,           0.0022331,           0.0082725,           0.0082725,           0.0082725
                 351,             0.03131,               0.011,           0.0033085,             0.99715,                   1,               0.995,             0.69879,            0.025231,           0.0099535,           0.0021955,           0.0082675,           0.0082675,           0.0082675
                 352,            0.030703,            0.011752,           0.0026977,             0.99715,                   1,               0.995,             0.69879,            0.025231,           0.0099535,           0.0021955,           0.0082626,           0.0082626,           0.0082626
                 353,            0.028757,            0.012263,            0.002784,             0.99669,                   1,               0.995,             0.69295,            0.022633,           0.0099604,           0.0021523,           0.0082576,           0.0082576,           0.0082576
                 354,            0.028323,             0.01339,           0.0028652,              0.9956,                   1,               0.995,             0.68485,            0.024565,            0.010082,           0.0021255,           0.0082527,           0.0082527,           0.0082527
                 355,            0.030372,            0.013438,           0.0027634,             0.99401,                   1,               0.995,             0.66256,            0.027652,             0.01004,           0.0021452,           0.0082477,           0.0082477,           0.0082477
                 356,             0.03401,            0.011634,             0.00255,             0.99401,                   1,               0.995,             0.66256,            0.027652,             0.01004,           0.0021452,           0.0082428,           0.0082428,           0.0082428
                 357,            0.029537,            0.012719,           0.0026539,              0.9421,                   1,             0.99121,             0.62501,             0.02584,           0.0099177,           0.0021218,           0.0082378,           0.0082378,           0.0082378
                 358,            0.027275,            0.011187,            0.002526,             0.99535,                   1,               0.995,             0.74408,            0.024473,           0.0097566,           0.0020708,           0.0082328,           0.0082328,           0.0082328
                 359,            0.027457,            0.011534,            0.002499,             0.97466,                   1,             0.99286,             0.63685,            0.027377,            0.010043,           0.0020818,           0.0082279,           0.0082279,           0.0082279
                 360,            0.031271,             0.01187,           0.0025436,             0.97466,                   1,             0.99286,             0.63685,            0.027377,            0.010043,           0.0020818,           0.0082229,           0.0082229,           0.0082229
                 361,            0.029251,             0.01262,           0.0025938,             0.92251,              0.9979,             0.98014,              0.6376,            0.024797,           0.0099605,           0.0020972,            0.008218,            0.008218,            0.008218
                 362,            0.025316,            0.014228,           0.0026324,             0.99505,             0.99991,               0.995,              0.7569,            0.023217,           0.0094883,           0.0020965,           0.0082131,           0.0082131,           0.0082131
                 363,            0.026384,            0.011034,            0.002451,             0.99476,             0.99998,               0.995,             0.72895,            0.023701,            0.009483,           0.0020276,           0.0082081,           0.0082081,           0.0082081
                 364,             0.02903,            0.012336,           0.0022419,             0.99476,             0.99998,               0.995,             0.72895,            0.023701,            0.009483,           0.0020276,           0.0082032,           0.0082032,           0.0082032
                 365,            0.027232,            0.011546,           0.0028391,             0.99431,                   1,               0.995,             0.76898,            0.023034,           0.0094677,           0.0020092,           0.0081982,           0.0081982,           0.0081982
                 366,            0.026696,            0.011611,           0.0020599,             0.99533,                   1,               0.995,              0.7479,            0.022295,           0.0094606,           0.0020597,           0.0081932,           0.0081932,           0.0081932
                 367,            0.025349,            0.011511,           0.0022039,             0.99318,                   1,               0.995,             0.71164,            0.028653,           0.0098539,           0.0019982,           0.0081883,           0.0081883,           0.0081883
                 368,            0.036054,            0.012155,           0.0026109,             0.99318,                   1,               0.995,             0.71164,            0.028653,           0.0098539,           0.0019982,           0.0081834,           0.0081834,           0.0081834
                 369,            0.031422,             0.01241,           0.0026192,             0.99351,                   1,               0.995,             0.72147,            0.026775,           0.0097265,           0.0020339,           0.0081784,           0.0081784,           0.0081784
                 370,            0.030106,            0.010859,           0.0023344,             0.99291,                   1,               0.995,             0.75536,            0.025302,           0.0095805,           0.0020874,           0.0081735,           0.0081735,           0.0081735
                 371,            0.030627,            0.012071,            0.002451,             0.99186,                   1,               0.995,             0.67578,            0.029147,            0.010068,           0.0021271,           0.0081685,           0.0081685,           0.0081685
                 372,            0.035538,              0.0135,           0.0024094,             0.99186,                   1,               0.995,             0.67578,            0.029147,            0.010068,           0.0021271,           0.0081636,           0.0081636,           0.0081636
                 373,            0.033928,             0.01034,           0.0028128,             0.95151,             0.99977,             0.98956,             0.69037,            0.028269,            0.010034,           0.0021811,           0.0081586,           0.0081586,           0.0081586
                 374,            0.032925,            0.012048,           0.0025216,             0.98847,             0.99973,               0.995,             0.70393,            0.027125,           0.0099682,           0.0022283,           0.0081537,           0.0081537,           0.0081537
                 375,            0.032359,            0.012281,           0.0028516,             0.98912,                   1,               0.995,             0.67466,            0.027179,            0.010206,           0.0022837,           0.0081487,           0.0081487,           0.0081487
                 376,            0.033388,            0.013706,           0.0030074,             0.98912,                   1,               0.995,             0.67466,            0.027179,            0.010206,           0.0022837,           0.0081437,           0.0081437,           0.0081437
                 377,            0.030547,             0.01228,           0.0029151,             0.98836,                   1,               0.995,             0.71787,            0.024361,           0.0099684,           0.0023684,           0.0081388,           0.0081388,           0.0081388
                 378,            0.027821,            0.011538,           0.0027211,             0.98898,                   1,               0.995,             0.74895,            0.023712,           0.0096892,           0.0023766,           0.0081338,           0.0081338,           0.0081338
                 379,             0.02739,            0.010776,           0.0030987,             0.99042,                   1,               0.995,             0.68175,            0.025314,            0.010129,           0.0024064,           0.0081289,           0.0081289,           0.0081289
                 380,            0.031928,            0.011716,           0.0028561,             0.99042,                   1,               0.995,             0.68175,            0.025314,            0.010129,           0.0024064,           0.0081239,           0.0081239,           0.0081239
                 381,            0.029185,            0.013207,           0.0029252,              0.9522,                   1,              0.9809,             0.68483,            0.024522,            0.010027,           0.0023793,            0.008119,            0.008119,            0.008119
                 382,            0.029075,            0.011935,           0.0030436,             0.97374,                   1,             0.98649,             0.66053,            0.024893,           0.0098605,           0.0023272,           0.0081141,           0.0081141,           0.0081141
                 383,            0.028091,            0.011841,            0.002466,             0.99129,             0.99993,               0.995,             0.70463,            0.025326,            0.010293,            0.002283,           0.0081091,           0.0081091,           0.0081091
                 384,            0.032887,            0.012417,           0.0027809,             0.99129,             0.99993,               0.995,             0.70463,            0.025326,            0.010293,            0.002283,           0.0081042,           0.0081042,           0.0081042
                 385,             0.03143,             0.01276,           0.0031901,             0.98922,                   1,               0.995,             0.73658,             0.02355,            0.010127,           0.0022508,           0.0080992,           0.0080992,           0.0080992
                 386,             0.02907,            0.011301,           0.0026799,             0.98896,                   1,               0.995,             0.65916,             0.02486,            0.010092,           0.0022273,           0.0080942,           0.0080942,           0.0080942
                 387,            0.032669,            0.012429,           0.0025227,             0.98952,             0.99997,               0.995,             0.73089,            0.027952,            0.010133,           0.0021777,           0.0080893,           0.0080893,           0.0080893
                 388,            0.036292,            0.012717,           0.0026465,             0.98952,             0.99997,               0.995,             0.73089,            0.027952,            0.010133,           0.0021777,           0.0080844,           0.0080844,           0.0080844
                 389,            0.033413,            0.011146,           0.0022745,             0.98962,                   1,               0.995,             0.75599,            0.026692,            0.010011,           0.0021372,           0.0080794,           0.0080794,           0.0080794
                 390,            0.030972,            0.012256,           0.0026003,             0.99182,                   1,               0.995,             0.73716,            0.021818,           0.0095694,           0.0021213,           0.0080745,           0.0080745,           0.0080745
                 391,            0.029655,            0.012763,           0.0025317,             0.89784,                   1,             0.96573,             0.66789,            0.030996,            0.010417,            0.002085,           0.0080695,           0.0080695,           0.0080695
                 392,            0.037723,            0.012768,           0.0026707,             0.89784,                   1,             0.96573,             0.66789,            0.030996,            0.010417,            0.002085,           0.0080646,           0.0080646,           0.0080646
                 393,             0.03155,            0.010861,           0.0023614,             0.90022,             0.97698,             0.96257,             0.69857,            0.026649,            0.010162,           0.0020423,           0.0080596,           0.0080596,           0.0080596
                 394,             0.02844,            0.011115,           0.0022019,             0.99344,                   1,               0.995,             0.71893,            0.023176,            0.009944,           0.0019606,           0.0080547,           0.0080547,           0.0080547
                 395,            0.028759,            0.011252,           0.0027842,             0.99271,                   1,               0.995,             0.59861,            0.025567,            0.010058,           0.0019927,           0.0080497,           0.0080497,           0.0080497
                 396,            0.029858,            0.012988,           0.0021775,             0.99271,                   1,               0.995,             0.59861,            0.025567,            0.010058,           0.0019927,           0.0080447,           0.0080447,           0.0080447
                 397,            0.028822,            0.010665,           0.0024845,             0.99267,             0.99992,               0.995,             0.55283,             0.02441,           0.0099443,           0.0019709,           0.0080398,           0.0080398,           0.0080398
                 398,            0.029509,            0.011866,           0.0027084,             0.99372,             0.99995,               0.995,               0.744,            0.020691,           0.0094238,           0.0019375,           0.0080348,           0.0080348,           0.0080348
                 399,            0.026101,            0.013347,           0.0023935,             0.99602,                   1,               0.995,             0.75501,             0.02355,            0.009429,           0.0018715,           0.0080299,           0.0080299,           0.0080299
                 400,            0.030034,            0.013205,           0.0020709,             0.99602,                   1,               0.995,             0.75501,             0.02355,            0.009429,           0.0018715,           0.0080249,           0.0080249,           0.0080249
                 401,            0.027294,            0.011139,           0.0019628,             0.99623,                   1,               0.995,             0.72641,            0.021799,           0.0093421,           0.0018265,             0.00802,             0.00802,             0.00802
                 402,            0.027217,            0.010811,           0.0023294,             0.99536,                   1,               0.995,             0.78515,            0.022009,           0.0092137,           0.0018084,           0.0080151,           0.0080151,           0.0080151
                 403,            0.027605,            0.013412,           0.0023086,             0.99138,                   1,               0.995,             0.73405,            0.023501,           0.0092385,           0.0017912,           0.0080101,           0.0080101,           0.0080101
                 404,            0.030397,           0.0097691,           0.0022164,             0.99138,                   1,               0.995,             0.73405,            0.023501,           0.0092385,           0.0017912,           0.0080051,           0.0080051,           0.0080051
                 405,            0.027769,            0.012649,           0.0020405,             0.98839,             0.99991,               0.995,             0.72451,            0.023438,           0.0091702,           0.0017576,           0.0080002,           0.0080002,           0.0080002
                 406,            0.027504,            0.012656,           0.0018186,             0.98967,                   1,               0.995,               0.753,            0.022767,           0.0092978,           0.0017116,           0.0079953,           0.0079953,           0.0079953
                 407,            0.027569,            0.011814,            0.002071,             0.99045,             0.99992,               0.995,             0.62545,            0.027762,           0.0099385,           0.0016792,           0.0079903,           0.0079903,           0.0079903
                 408,            0.036389,            0.011059,           0.0022036,             0.99045,             0.99992,               0.995,             0.62545,            0.027762,           0.0099385,           0.0016792,           0.0079854,           0.0079854,           0.0079854
                 409,            0.033984,            0.011839,           0.0019965,             0.99226,                   1,               0.995,             0.69547,            0.025075,           0.0096197,           0.0016946,           0.0079804,           0.0079804,           0.0079804
                 410,             0.03138,            0.011497,           0.0018465,             0.98617,                   1,               0.995,             0.63578,             0.03002,           0.0098542,           0.0017336,           0.0079755,           0.0079755,           0.0079755
                 411,            0.032302,            0.013092,           0.0022943,             0.98809,                   1,               0.995,             0.69596,            0.023329,           0.0095026,           0.0017269,           0.0079705,           0.0079705,           0.0079705
                 412,            0.031317,            0.011501,           0.0022573,             0.98809,                   1,               0.995,             0.69596,            0.023329,           0.0095026,           0.0017269,           0.0079656,           0.0079656,           0.0079656
                 413,            0.029963,            0.010854,           0.0020209,             0.98705,                   1,               0.995,             0.70636,            0.024053,           0.0094689,           0.0017681,           0.0079606,           0.0079606,           0.0079606
                 414,            0.030044,            0.012251,            0.002849,             0.98904,                   1,               0.995,             0.70427,            0.023534,           0.0096823,           0.0017741,           0.0079556,           0.0079556,           0.0079556
                 415,            0.029643,            0.011484,           0.0023096,             0.99288,                   1,               0.995,             0.58603,            0.032082,            0.010084,           0.0017389,           0.0079507,           0.0079507,           0.0079507
                 416,            0.040926,            0.013089,           0.0021841,             0.99288,                   1,               0.995,             0.58603,            0.032082,            0.010084,           0.0017389,           0.0079457,           0.0079457,           0.0079457
                 417,            0.035389,            0.013552,           0.0023885,             0.99184,                   1,               0.995,             0.64497,             0.02962,           0.0098666,           0.0017538,           0.0079408,           0.0079408,           0.0079408
                 418,             0.03242,            0.011865,            0.002214,             0.98835,                   1,               0.995,              0.6643,            0.026516,           0.0098765,           0.0018201,           0.0079358,           0.0079358,           0.0079358
                 419,            0.035739,            0.013795,           0.0026319,              0.9857,                   1,               0.995,             0.61649,             0.02535,            0.010023,           0.0018563,           0.0079309,           0.0079309,           0.0079309
                 420,            0.034464,            0.011913,           0.0027785,              0.9857,                   1,               0.995,             0.61649,             0.02535,            0.010023,           0.0018563,           0.0079259,           0.0079259,           0.0079259
                 421,            0.030889,            0.013885,           0.0022549,             0.98468,             0.99995,               0.995,              0.6682,            0.022955,           0.0099911,           0.0019024,            0.007921,            0.007921,            0.007921
                 422,            0.026977,            0.011366,           0.0023033,             0.98575,             0.99996,               0.995,             0.64992,            0.025254,           0.0099827,            0.001876,           0.0079161,           0.0079161,           0.0079161
                 423,            0.028958,            0.012139,           0.0023119,             0.98736,             0.99989,               0.995,              0.6544,            0.027513,            0.010017,           0.0018881,           0.0079111,           0.0079111,           0.0079111
                 424,            0.035187,            0.012489,           0.0024501,             0.98736,             0.99989,               0.995,              0.6544,            0.027513,            0.010017,           0.0018881,           0.0079061,           0.0079061,           0.0079061
                 425,            0.030039,             0.01051,            0.002284,             0.98838,                   1,               0.995,             0.69364,            0.026656,           0.0097924,           0.0019129,           0.0079012,           0.0079012,           0.0079012
                 426,            0.028928,            0.012189,            0.002578,             0.99041,             0.99989,               0.995,             0.69105,            0.022429,           0.0097421,           0.0019489,           0.0078963,           0.0078963,           0.0078963
                 427,            0.027806,            0.012691,           0.0025025,             0.99129,             0.99993,               0.995,              0.6382,            0.024669,             0.01004,           0.0019341,           0.0078913,           0.0078913,           0.0078913
                 428,            0.034377,            0.013611,           0.0022569,             0.99129,             0.99993,               0.995,              0.6382,            0.024669,             0.01004,           0.0019341,           0.0078864,           0.0078864,           0.0078864
                 429,            0.029302,            0.012836,           0.0021756,             0.99098,                   1,               0.995,             0.66447,            0.023498,            0.009585,           0.0019508,           0.0078814,           0.0078814,           0.0078814
                 430,            0.029747,            0.013289,           0.0023732,             0.99105,                   1,               0.995,             0.66527,            0.025555,           0.0097107,            0.002028,           0.0078765,           0.0078765,           0.0078765
                 431,            0.031762,            0.011576,           0.0021414,             0.98908,                   1,               0.995,                0.69,            0.025504,           0.0097621,           0.0019937,           0.0078715,           0.0078715,           0.0078715
                 432,            0.033682,            0.012719,           0.0022927,             0.98908,                   1,               0.995,                0.69,            0.025504,           0.0097621,           0.0019937,           0.0078665,           0.0078665,           0.0078665
                 433,            0.031912,            0.011747,           0.0026724,             0.98667,                   1,               0.995,             0.68869,            0.026441,           0.0097327,           0.0020395,           0.0078616,           0.0078616,           0.0078616
                 434,            0.030269,            0.011733,           0.0024977,             0.98464,                   1,               0.995,             0.65549,            0.025254,           0.0097667,           0.0021086,           0.0078566,           0.0078566,           0.0078566
                 435,            0.029541,            0.013166,           0.0022889,             0.98638,                   1,               0.995,             0.64903,            0.027788,           0.0098636,           0.0020498,           0.0078517,           0.0078517,           0.0078517
                 436,            0.038464,            0.012634,           0.0023679,             0.98638,                   1,               0.995,             0.64903,            0.027788,           0.0098636,           0.0020498,           0.0078467,           0.0078467,           0.0078467
                 437,            0.031642,            0.011268,           0.0023175,             0.98672,                   1,               0.995,             0.66401,            0.026694,           0.0098782,           0.0020571,           0.0078418,           0.0078418,           0.0078418
                 438,            0.031239,            0.010001,           0.0028621,             0.98935,                   1,               0.995,             0.62766,            0.024958,           0.0099058,           0.0020783,           0.0078368,           0.0078368,           0.0078368
                 439,            0.030207,             0.01131,           0.0024446,             0.98985,                   1,               0.995,             0.72582,            0.025008,           0.0097918,           0.0021189,           0.0078319,           0.0078319,           0.0078319
                 440,            0.030804,            0.012255,           0.0023781,             0.98985,                   1,               0.995,             0.72582,            0.025008,           0.0097918,           0.0021189,           0.0078269,           0.0078269,           0.0078269
                 441,            0.029759,            0.013251,           0.0027578,             0.99066,              0.9999,               0.995,             0.72485,            0.025592,           0.0097569,           0.0021137,            0.007822,            0.007822,            0.007822
                 442,            0.027794,            0.010914,           0.0023627,             0.99049,                   1,               0.995,             0.76868,            0.021309,           0.0094353,           0.0021002,           0.0078171,           0.0078171,           0.0078171
                 443,            0.026851,             0.01315,            0.002421,             0.99197,                   1,               0.995,             0.63263,            0.029227,           0.0099137,           0.0020018,           0.0078121,           0.0078121,           0.0078121
                 444,            0.038839,            0.012991,           0.0024156,             0.99197,                   1,               0.995,             0.63263,            0.029227,           0.0099137,           0.0020018,           0.0078071,           0.0078071,           0.0078071
                 445,            0.032657,            0.012108,           0.0021082,             0.99239,                   1,               0.995,             0.72336,            0.026794,           0.0095222,           0.0019674,           0.0078022,           0.0078022,           0.0078022
                 446,            0.030701,            0.011609,           0.0023001,             0.99322,                   1,               0.995,             0.73855,             0.02236,           0.0093205,           0.0019961,           0.0077973,           0.0077973,           0.0077973
                 447,            0.029225,             0.01231,           0.0022365,             0.99308,                   1,               0.995,             0.73914,            0.022334,           0.0094876,           0.0019705,           0.0077923,           0.0077923,           0.0077923
                 448,            0.028682,            0.010993,           0.0022738,             0.99308,                   1,               0.995,             0.73914,            0.022334,           0.0094876,           0.0019705,           0.0077873,           0.0077873,           0.0077873
                 449,             0.02658,            0.010228,           0.0024519,             0.99251,             0.99993,               0.995,             0.77325,             0.01994,            0.009242,             0.00197,           0.0077824,           0.0077824,           0.0077824
                 450,            0.024875,            0.011447,           0.0024949,             0.99383,                   1,               0.995,             0.77344,             0.01938,           0.0092155,           0.0019104,           0.0077774,           0.0077774,           0.0077774
                 451,            0.023602,           0.0098372,           0.0020278,             0.99449,                   1,               0.995,             0.74556,            0.021648,           0.0092287,           0.0018821,           0.0077725,           0.0077725,           0.0077725
                 452,            0.027463,            0.011647,            0.002162,             0.99449,                   1,               0.995,             0.74556,            0.021648,           0.0092287,           0.0018821,           0.0077675,           0.0077675,           0.0077675
                 453,            0.026795,            0.012357,            0.002137,             0.99546,                   1,               0.995,             0.78749,            0.020491,           0.0090535,           0.0018459,           0.0077626,           0.0077626,           0.0077626
                 454,            0.025242,             0.01172,           0.0021764,             0.99577,                   1,               0.995,             0.79681,            0.019443,            0.009014,           0.0017927,           0.0077576,           0.0077576,           0.0077576
                 455,            0.025477,            0.011854,            0.002274,             0.99548,             0.99992,               0.995,             0.74918,            0.024071,            0.009293,           0.0017749,           0.0077527,           0.0077527,           0.0077527
                 456,            0.029594,           0.0098158,           0.0023146,             0.99548,             0.99992,               0.995,             0.74918,            0.024071,            0.009293,           0.0017749,           0.0077478,           0.0077478,           0.0077478
                 457,            0.027943,            0.011628,           0.0021494,             0.98688,                   1,             0.99395,              0.7198,            0.025477,           0.0093898,           0.0017509,           0.0077428,           0.0077428,           0.0077428
                 458,            0.027381,            0.012013,           0.0017505,             0.99341,                   1,               0.995,             0.75774,            0.019993,           0.0091045,           0.0017143,           0.0077378,           0.0077378,           0.0077378
                 459,              0.0255,            0.011809,           0.0020853,             0.99275,                   1,               0.995,             0.63847,            0.028195,            0.009662,           0.0017103,           0.0077329,           0.0077329,           0.0077329
                 460,            0.034425,            0.010967,           0.0019879,             0.99275,                   1,               0.995,             0.63847,            0.028195,            0.009662,           0.0017103,           0.0077279,           0.0077279,           0.0077279
                 461,             0.03002,              0.0126,           0.0019524,             0.99078,             0.99996,               0.995,             0.64253,            0.027311,           0.0095908,           0.0017167,            0.007723,            0.007723,            0.007723
                 462,            0.027597,            0.012424,             0.00181,             0.98865,             0.99995,               0.995,             0.73125,            0.020891,           0.0090722,           0.0017168,            0.007718,            0.007718,            0.007718
                 463,             0.02612,            0.010483,           0.0018277,             0.98819,                   1,               0.995,             0.71837,            0.023286,           0.0092182,           0.0017528,           0.0077131,           0.0077131,           0.0077131
                 464,            0.025775,            0.010548,           0.0019828,             0.98819,                   1,               0.995,             0.71837,            0.023286,           0.0092182,           0.0017528,           0.0077081,           0.0077081,           0.0077081
                 465,             0.02557,            0.011547,           0.0022401,             0.98842,                   1,               0.995,              0.7115,            0.022702,            0.009138,           0.0017652,           0.0077032,           0.0077032,           0.0077032
                 466,            0.024356,            0.010659,           0.0021051,             0.98872,                   1,               0.995,             0.80944,            0.019464,           0.0087995,            0.001747,           0.0076983,           0.0076983,           0.0076983
                 467,            0.025705,            0.012499,           0.0023198,             0.98906,                   1,               0.995,             0.71809,            0.025897,           0.0093445,           0.0017437,           0.0076933,           0.0076933,           0.0076933
                 468,            0.029499,            0.010706,           0.0023573,             0.98906,                   1,               0.995,             0.71809,            0.025897,           0.0093445,           0.0017437,           0.0076883,           0.0076883,           0.0076883
                 469,            0.027409,            0.010546,           0.0018378,             0.98998,             0.99999,               0.995,             0.75184,            0.023378,           0.0091431,            0.001751,           0.0076834,           0.0076834,           0.0076834
